"CompoundID","mf","mw","Name","Compound_id","Compound_common_name","Compound_synonyms","Molecular_weight","Smiles","Links","EC","Reaction_equation","Pathway","TERM","LINK","judge"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-7609","sophoradiol","",442.724,"C[C@@]4(CC5(C2(\\[C@]([C@@]1(CCC3([C@]([C@H](CC[C@](C1C\\C=2)3C)O)(C)C))C)(CC[C@@]([C@@H](C4)O)5C)C)))C","CHEBI:62458*CHEMSPIDER:110562*PUBCHEM:124061","EC-1.14.14","beta-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  sophoradiol + an oxidized [NADPH-hemoprotein reductase] + H2O","soybean saponin I biosynthesis","PWY-5203","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5203","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-21438","30-hydroxyobtusifoliol","",442.724,"CC(C)C(CC[C@@H](C)[C@H]2(CC[C@@]3(CO)(C4(\\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\\CC[C@](C)23)=4)))))=C","PUBCHEM:134820254","RXN-19832","30-hydroxyobtusifoliol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  30-oxoobtusifoliol + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-21438","30-hydroxyobtusifoliol","",442.724,"CC(C)C(CC[C@@H](C)[C@H]2(CC[C@@]3(CO)(C4(\\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\\CC[C@](C)23)=4)))))=C","PUBCHEM:134820254","RXN-19831","obtusifoliol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  30-hydroxyobtusifoliol + an oxidized [NADPH-hemoprotein reductase] + H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0836","C10H10O3",178.06217,"Coniferyl aldehyde","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.2.1.68","coniferaldehyde + NAD(P)+ + H2O  ->  ferulate + NAD(P)H + 2 H+","ferulate and sinapate biosynthesis","PWY-5168","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168","T"
"Compound_0836","C10H10O3",178.06217,"Coniferyl aldehyde","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-2.4.1","UDP-alpha-D-glucose + coniferaldehyde  ->  coniferaldehyde glucoside + UDP + H+","monolignol glucosides biosynthesis","PWY-83","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-83","T"
"Compound_0836","C10H10O3",178.06217,"Coniferyl aldehyde","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.14.14","coniferaldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  5-hydroxy-coniferaldehyde + an oxidized [NADPH-hemoprotein reductase] + H2O","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0836","C10H10O3",178.06217,"Coniferyl aldehyde","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.14.14","coniferaldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  5-hydroxy-coniferaldehyde + an oxidized [NADPH-hemoprotein reductase] + H2O","ferulate and sinapate biosynthesis","PWY-5168","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168","T"
"Compound_0836","C10H10O3",178.06217,"Coniferyl aldehyde","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.1.1.195","coniferaldehyde + NADPH + H+  ->  coniferyl alcohol + NADP+","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0836","C10H10O3",178.06217,"Coniferyl aldehyde","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.2.1.44","trans-feruloyl-CoA + NADPH + H+  ->  coniferaldehyde + coenzyme A + NADP+","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0837","C10H12O3",180.07776,"Coniferylalcohol-isoform1","CONIFERYL-ALCOHOL","coniferyl alcohol","4-hydroxy-3-methoxycinnamyl alcohol*3-(4-hydroxy-3-methoxyphenyl)-2-propen-1-ol*4-(3-hydroxy-1-propenyl)-2-methoxyphenol*&gamma;-hydroxyisoeugenol*coniferol*<i>E</i>-coniferyl alcohol",180.203,"COC1(\\C(\\O)=C/C=C(/C=C/CO)/C=1)","REFMET:Coniferyl alcohol*METABOLIGHTS:MTBLC17745*HMDB:HMDB12915*CHEMSPIDER:1266063*PUBCHEM:1549095*CHEBI:17745*LIGAND-CPD:C00590*CAS:458-35-5","EC-1.1.1.195","coniferaldehyde + NADPH + H+  ->  coniferyl alcohol + NADP+","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0837","C10H12O3",180.07776,"Coniferylalcohol-isoform1","CONIFERYL-ALCOHOL","coniferyl alcohol","4-hydroxy-3-methoxycinnamyl alcohol*3-(4-hydroxy-3-methoxyphenyl)-2-propen-1-ol*4-(3-hydroxy-1-propenyl)-2-methoxyphenol*&gamma;-hydroxyisoeugenol*coniferol*<i>E</i>-coniferyl alcohol",180.203,"COC1(\\C(\\O)=C/C=C(/C=C/CO)/C=1)","REFMET:Coniferyl alcohol*METABOLIGHTS:MTBLC17745*HMDB:HMDB12915*CHEMSPIDER:1266063*PUBCHEM:1549095*CHEBI:17745*LIGAND-CPD:C00590*CAS:458-35-5","EC-2.3.1.224","coniferyl alcohol + acetyl-CoA  ->  coniferyl acetate + coenzyme A","eugenol and isoeugenol biosynthesis","PWY-5859","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5859","T"
"Compound_0837","C10H12O3",180.07776,"Coniferylalcohol-isoform1","CONIFERYL-ALCOHOL","coniferyl alcohol","4-hydroxy-3-methoxycinnamyl alcohol*3-(4-hydroxy-3-methoxyphenyl)-2-propen-1-ol*4-(3-hydroxy-1-propenyl)-2-methoxyphenol*&gamma;-hydroxyisoeugenol*coniferol*<i>E</i>-coniferyl alcohol",180.203,"COC1(\\C(\\O)=C/C=C(/C=C/CO)/C=1)","REFMET:Coniferyl alcohol*METABOLIGHTS:MTBLC17745*HMDB:HMDB12915*CHEMSPIDER:1266063*PUBCHEM:1549095*CHEBI:17745*LIGAND-CPD:C00590*CAS:458-35-5","EC-2.4.1.111","UDP-alpha-D-glucose + coniferyl alcohol  ->  coniferin + UDP + H+","coniferin metabolism","PWY-116","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-116","T"
"Compound_0837","C10H12O3",180.07776,"Coniferylalcohol-isoform1","CONIFERYL-ALCOHOL","coniferyl alcohol","4-hydroxy-3-methoxycinnamyl alcohol*3-(4-hydroxy-3-methoxyphenyl)-2-propen-1-ol*4-(3-hydroxy-1-propenyl)-2-methoxyphenol*&gamma;-hydroxyisoeugenol*coniferol*<i>E</i>-coniferyl alcohol",180.203,"COC1(\\C(\\O)=C/C=C(/C=C/CO)/C=1)","REFMET:Coniferyl alcohol*METABOLIGHTS:MTBLC17745*HMDB:HMDB12915*CHEMSPIDER:1266063*PUBCHEM:1549095*CHEBI:17745*LIGAND-CPD:C00590*CAS:458-35-5","EC-1.11.1.7","2 coniferyl alcohol + hydrogen peroxide  ->  2 coniferyl alcohol radical + 2 H2O","matairesinol biosynthesis","PWY-5466","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5466","T"
"Compound_0837","C10H12O3",180.07776,"Coniferylalcohol-isoform1","CONIFERYL-ALCOHOL","coniferyl alcohol","4-hydroxy-3-methoxycinnamyl alcohol*3-(4-hydroxy-3-methoxyphenyl)-2-propen-1-ol*4-(3-hydroxy-1-propenyl)-2-methoxyphenol*&gamma;-hydroxyisoeugenol*coniferol*<i>E</i>-coniferyl alcohol",180.203,"COC1(\\C(\\O)=C/C=C(/C=C/CO)/C=1)","REFMET:Coniferyl alcohol*METABOLIGHTS:MTBLC17745*HMDB:HMDB12915*CHEMSPIDER:1266063*PUBCHEM:1549095*CHEBI:17745*LIGAND-CPD:C00590*CAS:458-35-5","EC-1.10.3.2","4 coniferyl alcohol + oxygen  ->  4 coniferyl alcohol radical + 2 H2O","matairesinol biosynthesis","PWY-5466","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5466","T"
"Compound_0837","C10H12O3",180.07776,"Coniferylalcohol-isoform1","CONIFERYL-ALCOHOL","coniferyl alcohol","4-hydroxy-3-methoxycinnamyl alcohol*3-(4-hydroxy-3-methoxyphenyl)-2-propen-1-ol*4-(3-hydroxy-1-propenyl)-2-methoxyphenol*&gamma;-hydroxyisoeugenol*coniferol*<i>E</i>-coniferyl alcohol",180.203,"COC1(\\C(\\O)=C/C=C(/C=C/CO)/C=1)","REFMET:Coniferyl alcohol*METABOLIGHTS:MTBLC17745*HMDB:HMDB12915*CHEMSPIDER:1266063*PUBCHEM:1549095*CHEBI:17745*LIGAND-CPD:C00590*CAS:458-35-5","EC-3.2.1.126","coniferin + H2O  ->  coniferyl alcohol + D-glucopyranose","coniferin metabolism","PWY-116","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-116","T"
"Compound_0841","C10H10O3",178.06218,"Coniferylaldehyde-isoform2","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.2.1.68","coniferaldehyde + NAD(P)+ + H2O  ->  ferulate + NAD(P)H + 2 H+","ferulate and sinapate biosynthesis","PWY-5168","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168","T"
"Compound_0841","C10H10O3",178.06218,"Coniferylaldehyde-isoform2","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-2.4.1","UDP-alpha-D-glucose + coniferaldehyde  ->  coniferaldehyde glucoside + UDP + H+","monolignol glucosides biosynthesis","PWY-83","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-83","T"
"Compound_0841","C10H10O3",178.06218,"Coniferylaldehyde-isoform2","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.14.14","coniferaldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  5-hydroxy-coniferaldehyde + an oxidized [NADPH-hemoprotein reductase] + H2O","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0841","C10H10O3",178.06218,"Coniferylaldehyde-isoform2","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.14.14","coniferaldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  5-hydroxy-coniferaldehyde + an oxidized [NADPH-hemoprotein reductase] + H2O","ferulate and sinapate biosynthesis","PWY-5168","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168","T"
"Compound_0841","C10H10O3",178.06218,"Coniferylaldehyde-isoform2","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.1.1.195","coniferaldehyde + NADPH + H+  ->  coniferyl alcohol + NADP+","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0841","C10H10O3",178.06218,"Coniferylaldehyde-isoform2","CONIFERYL-ALDEHYDE","coniferaldehyde","4-hydroxy-3-methoxycinnamaldehyde*4-hydroxy-3-methoxycinnamic aldehyde*coniferyl aldehyde",178.187,"COC1(\\C(\\O)=C/C=C(/C=C/C=O)/C=1)","REFMET:Coniferyl aldehyde*METABOLIGHTS:MTBLC16547*CHEMSPIDER:4444167*CHEBI:16547*PUBCHEM:5280536*LIGAND-CPD:C02666*CAS:458-36-6","EC-1.2.1.44","trans-feruloyl-CoA + NADPH + H+  ->  coniferaldehyde + coenzyme A + NADP+","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0851","C9H6O2",146.03602,"Cumarin-isoform1","COUMARIN","coumarin","cumarin*1,2-benzopyrone",146.145,"C1(OC2(\\C(/C=C\\1)=C/C=C\\C=2))=O","REFMET:Coumarin*METABOLIGHTS:MTBLC28794*HMDB:HMDB01218*DRUGBANK:DB04665*CHEMSPIDER:13848793*PUBCHEM:323*CHEBI:28794*LIGAND-CPD:C05851","RXN-8037","coumarinate + H+  ->  coumarin + H2O","coumarin biosynthesis (via 2-coumarate)","PWY-5176","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5176","T"
"Compound_0852","C9H6O2",146.036,"Cumarin-isoform2","COUMARIN","coumarin","cumarin*1,2-benzopyrone",146.145,"C1(OC2(\\C(/C=C\\1)=C/C=C\\C=2))=O","REFMET:Coumarin*METABOLIGHTS:MTBLC28794*HMDB:HMDB01218*DRUGBANK:DB04665*CHEMSPIDER:13848793*PUBCHEM:323*CHEBI:28794*LIGAND-CPD:C05851","RXN-8037","coumarinate + H+  ->  coumarin + H2O","coumarin biosynthesis (via 2-coumarate)","PWY-5176","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5176","T"
"Compound_0867","C9H13N3O5",243.08442,"Cytidine;1-beta-delta-Ribofuranosyl-Cytosine","CYTIDINE","cytidine","",243.219,"C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\\C=C/1)/N)=O))O2)O)O))O","REFMET:Cytidine*BIGG:cytd*METABOLIGHTS:MTBLC17562*HMDB:HMDB00089*DRUGBANK:DB02097*BIGG:35089*CHEMSPIDER:5940*PUBCHEM:6175*CHEBI:17562*LIGAND-CPD:C00475*CAS:65-46-3","EC-3.5.4.5","cytidine + H+ + H2O  ->  uridine + ammonium","pyrimidine ribonucleosides salvage I","PWY-7193","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7193","T"
"Compound_0867","C9H13N3O5",243.08442,"Cytidine;1-beta-delta-Ribofuranosyl-Cytosine","CYTIDINE","cytidine","",243.219,"C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\\C=C/1)/N)=O))O2)O)O))O","REFMET:Cytidine*BIGG:cytd*METABOLIGHTS:MTBLC17562*HMDB:HMDB00089*DRUGBANK:DB02097*BIGG:35089*CHEMSPIDER:5940*PUBCHEM:6175*CHEBI:17562*LIGAND-CPD:C00475*CAS:65-46-3","EC-3.5.4.5","cytidine + H+ + H2O  ->  uridine + ammonium","pyrimidine ribonucleosides salvage II","PWY-6556","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6556","T"
"Compound_0867","C9H13N3O5",243.08442,"Cytidine;1-beta-delta-Ribofuranosyl-Cytosine","CYTIDINE","cytidine","",243.219,"C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\\C=C/1)/N)=O))O2)O)O))O","REFMET:Cytidine*BIGG:cytd*METABOLIGHTS:MTBLC17562*HMDB:HMDB00089*DRUGBANK:DB02097*BIGG:35089*CHEMSPIDER:5940*PUBCHEM:6175*CHEBI:17562*LIGAND-CPD:C00475*CAS:65-46-3","EC-2.7.1.213","cytidine + ATP  ->  CMP + ADP + H+","pyrimidine ribonucleosides salvage I","PWY-7193","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7193","T"
"Compound_0867","C9H13N3O5",243.08442,"Cytidine;1-beta-delta-Ribofuranosyl-Cytosine","CYTIDINE","cytidine","",243.219,"C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\\C=C/1)/N)=O))O2)O)O))O","REFMET:Cytidine*BIGG:cytd*METABOLIGHTS:MTBLC17562*HMDB:HMDB00089*DRUGBANK:DB02097*BIGG:35089*CHEMSPIDER:5940*PUBCHEM:6175*CHEBI:17562*LIGAND-CPD:C00475*CAS:65-46-3","EC-3.1.3.91","CMP + H2O  ->  cytidine + phosphate","UTP and CTP dephosphorylation I","PWY-7185","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7185","T"
"Compound_0981","C10H10O4",194.05701,"Ferulic acid-isoform1","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-2.1.1.68","S-adenosyl-L-methionine + 5-hydroxy-coniferaldehyde  ->  S-adenosyl-L-homocysteine + sinapaldehyde + H+","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0981","C10H10O4",194.05701,"Ferulic acid-isoform1","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-2.1.1.68","S-adenosyl-L-methionine + 5-hydroxy-coniferaldehyde  ->  S-adenosyl-L-homocysteine + sinapaldehyde + H+","ferulate and sinapate biosynthesis","PWY-5168","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168","T"
"Compound_0981","C10H10O4",194.05701,"Ferulic acid-isoform1","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-1.14.14","coniferaldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  5-hydroxy-coniferaldehyde + an oxidized [NADPH-hemoprotein reductase] + H2O","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0981","C10H10O4",194.05701,"Ferulic acid-isoform1","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-1.14.14","coniferaldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  5-hydroxy-coniferaldehyde + an oxidized [NADPH-hemoprotein reductase] + H2O","ferulate and sinapate biosynthesis","PWY-5168","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168","T"
"Compound_0982","C10H10O4",194.05704,"Ferulic acid-isoform2","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-2.1.1.68","S-adenosyl-L-methionine + 5-hydroxy-coniferaldehyde  ->  S-adenosyl-L-homocysteine + sinapaldehyde + H+","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0982","C10H10O4",194.05704,"Ferulic acid-isoform2","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-2.1.1.68","S-adenosyl-L-methionine + 5-hydroxy-coniferaldehyde  ->  S-adenosyl-L-homocysteine + sinapaldehyde + H+","ferulate and sinapate biosynthesis","PWY-5168","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168","T"
"Compound_0982","C10H10O4",194.05704,"Ferulic acid-isoform2","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-1.14.14","coniferaldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  5-hydroxy-coniferaldehyde + an oxidized [NADPH-hemoprotein reductase] + H2O","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0982","C10H10O4",194.05704,"Ferulic acid-isoform2","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-1.14.14","coniferaldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  5-hydroxy-coniferaldehyde + an oxidized [NADPH-hemoprotein reductase] + H2O","ferulate and sinapate biosynthesis","PWY-5168","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168","T"
"Compound_0983","C10H10O4",194.05698,"Ferulic acid-isoform3","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-2.1.1.68","S-adenosyl-L-methionine + 5-hydroxy-coniferaldehyde  ->  S-adenosyl-L-homocysteine + sinapaldehyde + H+","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
"Compound_0983","C10H10O4",194.05698,"Ferulic acid-isoform3","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-2.1.1.68","S-adenosyl-L-methionine + 5-hydroxy-coniferaldehyde  ->  S-adenosyl-L-homocysteine + sinapaldehyde + H+","ferulate and sinapate biosynthesis","PWY-5168","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5168","T"
"Compound_0983","C10H10O4",194.05698,"Ferulic acid-isoform3","5-HYDROXY-CONIFERALDEHYDE","5-hydroxy-coniferaldehyde","",194.187,"COC1(\\C(\\O)=C(C=C(/C=C/C=O)/C=1)\\O)","CHEBI:31134*CHEMSPIDER:4445308*PUBCHEM:5282094*LIGAND-CPD:C12204","EC-1.14.14","coniferaldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  5-hydroxy-coniferaldehyde + an oxidized [NADPH-hemoprotein reductase] + H2O","phenylpropanoid biosynthesis","PWY-361","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361","T"
